City,Country,Date,Cloudiness,Humidity,Lat,Lng,Max Temp,Wind Speed
Lubango,AO,1635004104,40,12,-14.9172,13.4925,84.06,6.91
Saint-Pierre,RE,1635004105,90,81,-21.3393,55.4781,76.68,3.44
Henties Bay,NA,1635004107,0,70,-22.116,14.2845,65.86,16.69
Indian Head,US,1635004109,40,69,38.6001,-77.1622,64.89,0.0
Cayenne,GF,1635004110,75,74,4.9333,-52.3333,87.1,5.01
Rosarito,MX,1635003976,100,78,32.3333,-117.0333,61.75,7.16
Nelson Bay,AU,1635004112,50,97,-32.7167,152.15,67.95,12.97
Hongjiang,CN,1635004114,55,84,27.11,109.9956,54.21,1.81
Myanaung,MM,1635004115,90,93,18.2833,95.3167,75.99,3.98
Gunnedah,AU,1635004117,2,62,-30.9833,150.25,62.22,7.36
Sept-Îles,CA,1635004119,90,98,50.2001,-66.3821,48.72,7.0
Villa del Rosario,CO,1635004120,40,70,7.8339,-72.4742,82.78,9.22
Verkhnevilyuysk,RU,1635004121,100,96,63.4453,120.3167,36.61,10.22
Manicoré,BR,1635004123,49,36,-5.8092,-61.3003,97.48,4.83
Lillehammer,NO,1635004124,93,76,61.1146,10.4674,38.32,1.81
Guinguinéo,SN,1635004126,0,26,14.2667,-15.95,100.45,6.91
Haines Junction,CA,1635004127,100,93,60.7522,-137.5108,22.95,1.14
Cetraro,IT,1635004128,95,67,39.5166,15.9416,71.24,5.14
Norsup,VU,1635004130,64,86,-16.0667,167.3833,78.24,7.72
Norman Wells,CA,1635004131,40,86,65.282,-126.8329,33.84,6.91
La Joya,MX,1635004133,100,90,18.6667,-99.4667,76.51,1.1
Mongo,TD,1635004134,19,29,12.1844,18.693,92.53,4.63
Jiazi,CN,1635004135,90,76,22.8779,116.067,67.1,9.44
Heraclea,TR,1635004137,0,21,37.5133,34.0467,56.89,1.66
Christchurch,NZ,1635003906,75,85,-43.5333,172.6333,54.0,1.01
Karema,TZ,1635004140,34,65,-6.8205,30.4389,80.13,7.38
Kavaratti,IN,1635004141,85,76,10.5669,72.642,82.13,3.69
Perbaungan,ID,1635004143,92,91,3.5679,98.956,77.11,1.95
Lakes Entrance,AU,1635004144,74,70,-37.8811,147.981,51.57,17.16
Ratnagiri,IN,1635004146,6,78,16.9833,73.3,79.07,7.7
Te Anau,NZ,1635004147,100,94,-45.4167,167.7167,50.11,0.45
La Palma,US,1635004149,75,95,33.8464,-118.0467,64.35,3.0
Talnakh,RU,1635004051,100,96,69.4865,88.3972,21.7,6.69
Vardø,NO,1635004151,100,69,70.3705,31.1107,30.4,11.61
Itatuba,BR,1635004153,58,37,-7.375,-35.6283,94.01,14.79
Bathsheba,BB,1635004154,40,62,13.2167,-59.5167,88.41,23.02
Kanadukathan,IN,1635004156,34,82,10.1754,78.7785,78.6,8.23
Sechura,PE,1635004157,100,65,-5.5569,-80.8222,72.99,8.39
Pupiales,CO,1635004158,94,74,0.8714,-77.6403,57.09,2.73
Vasai,IN,1635004160,4,74,19.47,72.8,82.49,6.26
Sambava,MG,1635004161,33,89,-14.2667,50.1667,76.28,3.2
Sovetskiy,RU,1635004163,87,77,61.3614,63.5842,39.36,13.18
San Cristobal,VE,1635004007,78,58,7.7669,-72.225,77.18,6.24
Bonthe,SL,1635004165,62,71,7.5264,-12.505,83.62,10.29
Kiryat Gat,IL,1635004167,0,100,31.61,34.7642,74.08,9.75
Aksarka,RU,1635003918,98,95,66.5606,67.7975,30.63,9.93
Morondava,MG,1635004170,0,68,-20.2833,44.2833,74.79,10.54
Tawang Town,IN,1635004171,99,90,27.5833,91.8667,47.79,1.95
Los Llanos de Aridane,ES,1635004172,75,77,28.6585,-17.9182,69.55,1.99
Praia da Vitória,PT,1635004174,40,83,38.7333,-27.0667,73.76,11.68
Olinda,BR,1635004175,20,66,-8.0089,-34.8553,85.73,11.5
Crystal Beach,CA,1635004177,100,74,42.8699,-79.0583,50.07,6.91
Sydney Mines,CA,1635004178,75,82,46.2367,-60.2177,69.26,4.0
Kashgar,CN,1635004179,2,17,39.4547,75.9797,49.21,2.24
Daru,PG,1635004181,87,80,-9.0763,143.2092,79.07,12.33
Pontal do Paraná,BR,1635004182,30,65,-25.6533,-48.5128,90.21,8.3
Saint Anthony,US,1635003914,1,74,45.0205,-93.218,45.3,1.99
Champawat,IN,1635004185,5,94,29.3333,80.1,53.98,1.63
Lovozero,RU,1635004186,100,89,68.005,35.0117,26.2,10.85
Egvekinot,RU,1635004188,100,82,66.3167,-179.1667,8.92,7.49
Maragogi,BR,1635004189,86,67,-9.0122,-35.2225,84.09,13.22
Atar,MR,1635004191,0,14,20.5169,-13.0499,98.65,6.91
Vizinga,RU,1635004192,100,93,61.0749,50.1031,39.65,8.57
Rafaela,AR,1635004194,100,59,-31.2503,-61.4867,71.06,11.01
Khani,GE,1635004195,0,81,41.9563,42.9566,47.77,3.56
Okakarara,NA,1635004196,0,9,-20.5833,17.4333,87.26,16.08
Mozarlândia,BR,1635004198,83,31,-14.7447,-50.5706,97.3,8.88
São João da Barra,BR,1635004200,33,79,-21.6403,-41.0511,80.69,14.0
Chissamba,AO,1635004201,77,62,-12.1667,17.3333,75.4,1.57
Brandon,US,1635004203,1,81,27.9378,-82.2859,85.95,1.99
Longyearbyen,SJ,1635004205,20,86,78.2186,15.6401,17.44,2.3
Yerbogachën,RU,1635004206,100,76,61.2767,108.0108,33.8,11.1
Oktyabr'skoye,RU,1635004208,20,81,43.0645,44.7417,44.74,6.71
Kondinskoye,RU,1635004210,86,81,59.6481,67.41,43.21,16.44
Ubari,LY,1635004212,84,15,26.5921,12.7805,91.15,7.96
Teacapan,MX,1635004213,100,81,22.55,-105.75,80.04,3.65
Hambantota,LK,1635004215,20,89,6.1241,81.1185,80.94,3.44
Kanbe,MM,1635004216,69,88,16.7053,96.0017,80.65,1.54
Kenai,US,1635004217,75,93,60.5544,-151.2583,41.14,8.05
Batagay-Alyta,RU,1635004219,99,97,67.8006,130.4114,-1.19,2.04
Dzerzhinsk,RU,1635004220,75,61,56.2389,43.4631,46.22,8.95
Tashtagol,RU,1635004222,98,77,52.7657,87.8894,36.21,3.15
Khorramabad,IR,1635004223,0,25,33.4878,48.3558,61.79,3.78
Kanchanaburi,TH,1635004225,98,92,14.6333,99.1,74.37,3.76
Boca do Acre,BR,1635004226,81,36,-8.7522,-67.3978,98.82,4.85
Acaraú,BR,1635004228,75,54,-2.8856,-40.12,89.6,16.98
Olenino,RU,1635004229,61,93,56.2092,33.4889,38.79,10.74
Havelock,US,1635004231,90,81,34.8791,-76.9013,72.95,1.01
Constantine,DZ,1635004232,6,60,36.365,6.6147,68.27,11.72
Bosaso,SO,1635004233,5,56,11.2842,49.1816,81.03,4.23
Al Bardīyah,LY,1635004235,0,56,31.7561,25.0865,71.74,6.6
Hofn,IS,1635004236,100,96,64.2539,-15.2082,44.96,3.76
Verkhoyansk,RU,1635004238,99,100,67.5447,133.385,-0.67,2.33
Manado,ID,1635004239,40,94,1.487,124.8455,75.97,1.14
Constitución,CL,1635004241,7,54,-35.3333,-72.4167,58.32,16.28
Belaya Kholunitsa,RU,1635004242,67,80,58.84,50.8528,41.85,9.98
Kieta,PG,1635004244,5,82,-6.2167,155.6333,78.58,3.74
Hennebont,FR,1635004245,20,66,47.8051,-3.2734,59.04,3.0
Poli,TZ,1635004246,77,51,-3.3333,36.8,80.87,4.9
Mount Gambier,AU,1635004248,90,93,-37.8333,140.7667,48.11,5.75
City of San Pedro,PH,1635004249,75,76,14.35,121.0167,79.83,8.05
Primorsko-Akhtarsk,RU,1635004251,100,85,46.0497,38.1747,57.47,7.65
Chlórakas,CY,1635004252,20,71,34.8042,32.4083,72.63,11.5
Eislingen,DE,1635004254,40,67,48.6951,9.7068,53.49,3.53
Najrān,SA,1635004255,1,19,17.4924,44.1277,79.45,7.25
Lorengau,PG,1635004257,97,82,-2.0226,147.2712,80.56,8.05
Chara,RU,1635004258,100,56,56.9064,118.2631,33.08,0.78
Touros,BR,1635004259,40,55,-5.1989,-35.4608,88.7,13.22
Nuevo Progreso,MX,1635004261,10,84,23.1667,-97.95,83.59,4.05
Östersund,SE,1635004262,90,87,63.1792,14.6357,37.85,12.66
Viedma,AR,1635004264,60,32,-40.8135,-62.9967,62.51,23.87
Malakal,SS,1635004265,65,40,9.5334,31.6605,86.65,4.05
Mitú,CO,1635004267,82,71,1.1983,-70.1733,85.78,3.38
Udachny,RU,1635004268,28,85,66.4167,112.4,24.31,18.05
Warrington,GB,1635004270,75,76,53.3925,-2.5802,54.86,4.0
Seoul,KR,1635004271,0,90,37.5683,126.9778,47.64,1.14
Westerland,DE,1635004273,20,66,54.9079,8.3033,51.82,6.91
Rabat,MA,1635004136,0,68,33.9911,-6.8401,74.05,13.8
Dezful,IR,1635004275,0,16,32.3811,48.4058,78.94,1.77
Caranavi,BO,1635004277,5,37,-15.8167,-67.55,89.47,4.83
Valentín Gómez Farías,MX,1635004278,0,26,28.2167,-106.5833,71.58,9.44
Rantauprapat,ID,1635004280,41,98,2.1,99.8333,74.16,2.35
Rio Branco,BR,1635004099,75,74,-9.9747,-67.81,86.61,9.22
Tabou,CI,1635004282,92,83,4.423,-7.3528,79.9,8.25
Kutum,SD,1635004284,11,20,14.2,24.6667,85.51,11.88
Asău,RO,1635004285,4,49,46.4333,26.4,53.96,5.08
Parabel',RU,1635004287,100,90,58.6978,81.4825,43.23,16.06
Hong Kong,HK,1635004151,77,77,22.2855,114.1577,70.32,1.01
Sitka,US,1635004289,90,71,57.0531,-135.33,48.09,13.8
Pervomayskoye,RU,1635004291,0,85,43.919,46.7102,54.68,5.91
Tshane,BW,1635004292,0,12,-24.0196,21.8684,77.58,16.11
San Policarpo,PH,1635004110,100,81,12.1791,125.5072,80.76,7.02
Banda Aceh,ID,1635004295,96,80,5.5577,95.3222,80.06,3.02
Champerico,GT,1635004296,84,77,14.3,-91.9167,89.76,2.84
Deniliquin,AU,1635004298,0,80,-35.5333,144.9667,46.99,11.7
West Wendover,US,1635004299,90,66,40.7391,-114.0733,45.61,13.8
Murray Bridge,AU,1635004300,20,91,-35.1167,139.2667,53.46,6.55
Tymovskoye,RU,1635004302,67,95,50.8456,142.655,28.54,3.78
Ponta Delgada,PT,1635004303,20,64,37.7333,-25.6667,72.32,13.8
Dwārka,IN,1635004305,99,64,22.2394,68.9678,81.73,15.95
Chabahar,IR,1635004306,0,80,25.2919,60.643,79.2,6.55
Ekibastuz,KZ,1635004308,100,57,51.6667,75.3667,50.95,22.55
Poltava,UA,1635004309,14,53,49.5937,34.5407,47.41,7.83
Yar-Sale,RU,1635004310,100,97,66.8333,70.8333,30.81,6.69
Isangel,VU,1635004312,81,88,-19.55,169.2667,71.71,4.61
Fuling,CN,1635004313,5,77,29.7022,107.3919,56.25,2.86
Slave Lake,CA,1635004315,90,100,55.2834,-114.769,37.38,9.22
Polunochnoye,RU,1635004317,69,75,60.8697,60.4153,39.04,13.29
Gamba,GA,1635004318,80,75,-2.65,10.0,78.98,7.43
Belomorsk,RU,1635004320,100,80,64.5232,34.7668,31.89,7.87
New Baltimore,US,1635004321,75,95,42.6811,-82.7369,51.33,3.44
Nevel',RU,1635004323,100,86,56.0209,29.9284,41.32,12.57
Wuwei,CN,1635004325,2,59,37.9281,102.6414,46.45,3.42
Gallup,US,1635004326,1,51,35.5281,-108.7426,54.01,3.0
Tezu,IN,1635004327,7,78,27.9167,96.1667,70.56,3.58
Aginskoye,RU,1635004329,0,52,51.1,114.53,36.1,4.03
Port Lincoln,AU,1635004330,4,78,-34.7333,135.8667,53.74,10.85
Statesboro,US,1635004332,1,52,32.4488,-81.7832,73.24,3.44
Ukholovo,RU,1635004333,75,61,53.7929,40.4892,44.26,13.22
Powell,US,1635004334,90,87,40.1578,-83.0752,54.01,1.99
Sur,OM,1635004336,0,59,22.5667,59.5289,82.45,1.25
Quelimane,MZ,1635004337,0,58,-17.8786,36.8883,84.15,15.99
Det Udom,TH,1635004339,99,81,14.906,105.0784,73.22,9.48
San Quintín,MX,1635004340,39,77,30.4833,-115.95,64.67,12.59
Neyshabur,IR,1635004342,0,14,36.2133,58.7958,57.65,3.98
Saldanha,ZA,1635004343,17,71,-33.0117,17.9442,64.45,11.65
Paka,MY,1635004344,53,88,4.6374,103.4368,76.98,0.0
Bonoua,CI,1635004346,100,76,5.2741,-3.595,82.02,7.61
Palmer,US,1635004347,79,63,42.1584,-72.3287,56.68,1.99
Pareora,NZ,1635004349,98,92,-44.4871,171.2132,51.19,5.5
Kautokeino,NO,1635004350,88,88,69.0125,23.0412,11.5,3.33
Mayo,US,1635004351,90,78,38.8876,-76.5119,64.94,0.0
Umluj,SA,1635004353,0,67,25.0213,37.2685,80.58,11.45
Tuy Hoa,VN,1635004058,100,95,13.0833,109.3,76.06,8.79
Buchanan,LR,1635004355,68,81,5.8808,-10.0467,80.85,8.86
Neftegorsk,RU,1635004357,99,58,52.802,51.166,52.32,7.45
Atasū,KZ,1635004358,5,48,48.6814,71.6433,43.68,14.97
Shingū,JP,1635004360,0,73,33.7333,135.9833,49.73,7.34
Digha,IN,1635004361,42,68,21.6833,87.55,76.51,2.44
Fort Nelson,CA,1635004362,90,100,58.8053,-122.7002,26.19,0.0
Kangaatsiaq,GL,1635004364,100,86,68.3065,-53.4641,29.14,10.96
Severo-Yeniseyskiy,RU,1635004365,100,84,60.3725,93.0408,31.26,15.79
Namatanai,PG,1635004367,49,81,-3.6667,152.4333,79.14,7.18
Sangar,RU,1635004368,100,94,63.9242,127.4739,14.63,5.08
Maningrida,AU,1635004370,51,77,-12.0667,134.2667,81.39,6.06
Imbituba,BR,1635004371,13,56,-28.24,-48.6703,76.82,19.91
Manzhouli,CN,1635004372,0,60,49.6,117.4333,33.35,3.71
Bétaré Oya,CM,1635004374,72,84,5.6,14.0833,76.62,0.4
Gornopravdinsk,RU,1635004375,97,78,60.05,69.9,44.2,16.04
Port-Gentil,GA,1635004377,100,78,-0.7193,8.7815,78.4,8.1
Barra,BR,1635004378,85,46,-11.0894,-43.1417,87.87,4.54
Whitehorse,CA,1635004107,75,74,60.7161,-135.0538,36.37,15.01
Zaykovo,RU,1635004381,30,67,57.5613,62.7568,44.74,9.84
Edemissen,DE,1635004382,100,59,52.387,10.2614,52.75,5.84
Bonfim,BR,1635004384,24,47,3.0833,-59.95,91.54,2.68
Mlimba,TZ,1635004385,16,31,-8.8,35.8167,88.09,3.98
Libreville,GA,1635004387,99,83,0.3925,9.4537,78.49,4.47
Khandyga,RU,1635004388,53,98,62.6667,135.6,0.75,2.15
Örnsköldsvik,SE,1635004390,35,100,63.2909,18.7153,30.02,3.44
Goderich,CA,1635004391,100,66,43.7501,-81.7165,49.91,4.61
Bereda,ES,1635004393,100,66,43.2686,-7.5406,65.41,3.38
Mehamn,NO,1635004394,100,69,71.0357,27.8492,35.04,15.82
Lopukhiv,UA,1635004396,67,89,48.3653,23.9638,37.24,1.68
Kaeo,NZ,1635004397,100,98,-35.1,173.7833,61.32,7.2
Noumea,NC,1635004398,92,84,-22.2763,166.4572,67.98,9.6
Bad Harzburg,DE,1635004400,100,91,51.8833,10.5667,48.79,4.18
Anchorage,US,1635004178,90,88,61.2181,-149.9003,42.66,0.0
Pangody,RU,1635004402,100,99,65.85,74.4859,31.91,6.33
Santa Maria,BR,1635004404,90,94,-29.6842,-53.8069,63.7,4.61
Faanui,PF,1635004405,84,76,-16.4833,-151.75,77.07,4.45
General Roca,AR,1635004407,0,17,-39.0333,-67.5833,68.63,22.17
Bowen,AU,1635004408,36,76,-20.0167,148.2333,73.62,7.81
Florianópolis,BR,1635004411,40,62,-27.6146,-48.5012,78.55,4.0
Isla,PH,1635004412,100,83,15.8939,120.3036,76.78,6.93
Bone,DE,1635004414,90,80,51.9669,12.1396,50.72,5.41
Laibin,CN,1635004415,29,76,23.7,109.2667,57.81,4.97
Teeli,RU,1635004417,18,88,51.0333,90.2333,29.93,0.81
Adamantas,GR,1635004418,13,72,36.7333,24.4333,69.03,2.51
Vila Velha,BR,1635004419,40,65,-20.3297,-40.2925,80.55,12.66
Beringovskiy,RU,1635004421,36,77,63.05,179.3167,11.19,10.92
Minna,NG,1635004422,94,77,9.6139,6.5569,77.81,2.86
São Filipe,CV,1635004424,0,65,14.8961,-24.4956,80.74,4.94
Bandarbeyla,SO,1635004425,9,75,9.4942,50.8122,78.75,11.83
Bāsār,IN,1635004427,4,98,27.9833,94.6667,63.37,2.06
Poum,NC,1635004428,3,80,-20.2333,164.0167,73.96,15.35
Nicoya,CR,1635004430,60,74,10.1483,-85.452,78.35,2.13
Pemangkat,ID,1635004431,100,77,1.1667,108.9667,79.81,2.89
Rocha,UY,1635004432,100,78,-34.4833,-54.3333,60.64,2.66
Dire Dawa,ET,1635004434,36,40,9.5931,41.8661,75.42,10.58
Amahai,ID,1635004435,96,85,-3.3333,128.9167,78.78,2.28
Elban,RU,1635004437,6,88,50.1018,136.5094,33.55,0.92
Necochea,AR,1635004438,82,55,-38.5473,-58.7368,65.03,12.88
Provincia di Cremona,IT,1635004440,43,64,45.2333,9.9333,66.81,1.66
Halifax,CA,1635004306,90,88,44.6453,-63.5724,65.52,1.99
Geraldton,AU,1635004442,0,88,-28.7667,114.6,59.41,4.61
Doha,QA,1635004322,0,42,25.2867,51.5333,85.98,14.97
Antigonish,CA,1635004445,100,82,45.6169,-61.9986,67.05,1.99
Nortelândia,BR,1635004446,100,36,-14.4547,-56.8028,98.02,8.39
Launceston,AU,1635004422,75,94,-41.45,147.1667,49.64,5.75
Gouré,NE,1635004449,18,11,13.9835,10.2704,96.03,13.98
Lokoja,NG,1635004451,87,73,7.8024,6.743,83.26,4.7
Bahía Honda,CU,1635004452,100,63,22.9036,-83.1592,84.27,4.0
Qui Nhon,VN,1635004453,100,95,13.7667,109.2333,75.02,10.58
Straumen,NO,1635004455,98,82,63.8709,11.2999,42.51,5.12
Chapais,CA,1635004456,97,63,49.7834,-74.8492,33.58,4.74
Tan An,VN,1635004392,97,92,10.5333,106.4167,77.02,2.95
Codrington,AU,1635004459,16,87,-38.2667,141.9667,49.62,12.01
Qingdao,CN,1635004460,0,76,36.0986,120.3719,47.8,4.47
Jeannette,US,1635004462,90,93,40.3281,-79.6153,49.24,1.01
Rio Grande,BR,1635004337,100,91,-32.035,-52.0986,69.91,8.72
Eatonton,US,1635004464,0,71,33.3268,-83.3885,67.5,4.43
Alta Floresta,BR,1635004466,0,69,-9.8756,-56.0861,82.22,6.91
Colares,PT,1635004467,0,41,38.7992,-9.4469,77.32,8.05
Victoria Point,AU,1635004469,70,94,-27.5833,153.3,74.91,3.0
Aasiaat,GL,1635004470,100,92,68.7098,-52.8699,19.96,4.7
Tautira,PF,1635004472,100,89,-17.7333,-149.15,73.42,15.86
Kailua,US,1635004454,20,73,21.4022,-157.7394,76.14,13.8
Angra dos Reis,BR,1635004475,1,70,-23.0067,-44.3181,89.56,5.91
Makat,KZ,1635004476,0,50,47.6469,53.3463,53.46,9.4
Lata,PT,1635004477,100,44,40.1629,-8.3327,75.34,3.56
Plácido de Castro,BR,1635004479,52,37,-10.3353,-67.1856,97.86,5.68
Nakamura,JP,1635004480,1,73,32.9833,132.9333,50.63,3.06
Khovd,MN,1635004482,97,51,48.0056,91.6419,37.89,5.26
Ayorou,NE,1635004483,60,23,14.7308,0.9174,99.07,5.7
Ankaran,SI,1635004485,0,32,45.5786,13.7361,62.85,8.99
Monteagudo,BO,1635004486,9,7,-19.8167,-63.9833,92.98,3.78
Kushima,JP,1635004487,29,70,31.4583,131.2333,54.12,8.14
College,US,1635004435,1,91,64.8569,-147.8028,27.59,0.0
Shambu,ET,1635004490,30,70,9.5667,37.1,52.36,3.22
Akdepe,TM,1635004491,0,28,42.0551,59.3788,53.6,10.29
Mweka,CD,1635004493,84,60,-4.85,21.5667,80.49,2.13
Andenes,NO,1635004494,75,93,69.3143,16.1194,31.98,11.5
Hobyo,SO,1635004496,12,75,5.3505,48.5268,80.47,10.45
Wewak,PG,1635004497,28,86,-3.5534,143.6268,78.89,7.65
Gīdolē,ET,1635004499,91,48,5.65,37.3667,64.8,3.58
Garoowe,SO,1635004227,4,30,8.4054,48.4845,86.45,7.7
Baruun-Urt,MN,1635004501,99,42,46.6806,113.2792,36.5,8.12
Belen,TR,1635004503,0,42,36.4891,36.2233,62.53,5.26
Laguna,US,1635004505,1,91,38.421,-121.4238,57.25,3.0
Nabari,JP,1635004507,0,77,34.6167,136.0833,50.76,2.82
